,Name,Company,City,Ratings,Summary,Date
406,UX Design Intern,Higharc,"San Francisco, CA",NaN,"Interest in architecture, construction, 3D visualization or web-based software development.
Strong visual design skills a big plus, but not required.",8 days ago
407,Senior Software Engineer,Varo Money,"San Francisco, CA",3.5,"Build highly scalable system software using primarily Java and Kotlin.
5+ years experience in Java software development.",2 days ago
408,Backend Software Engineer – Customer Experience,Gap Inc.,"San Francisco, CA 94105 (Financial District area)",3.8,"Join us and flex your imagination with designing and developing industry-leading Point Of Sale (POS) features that are reliable, scalable, and create a great…",30+ days ago
409,Toggled Junior Frontend Developer,Altair Engineering,"Berkeley, CA",4.2,"Understanding of Redux and libraries for managing side effects.
For more than 30 years, we have been helping our customers integrate electronics and controls…",30+ days ago
410,"Software Engineer, iOS, 5+ Years Experience - San Francisco",Snapchat,"San Francisco, CA",3.5,"Knowledge of software design patterns and iOS best practices.
Carefully evaluate the technical tradeoffs of every decision.
Experience with Objective-C and iOS.",16 days ago
411,Front-End Engineer,Lab5,"Oakland, CA 94610 (Lakeshore area)",NaN,"The ideal candidate will also have a keen eye for UX design and great attention to visual detail.
Employee benefits include company-paid health insurance, 401k…",30+ days ago
412,AWS/Devops Engineer - Remote,Arrow Designs,"San Francisco, CA",NaN,"We marry design and engineering language in ways that produce impactful and memorable experience journeys.
At least 6 years of relevant experience.",2 days ago
413,Software Engineer (CV Team),Simbe Robotics,"South San Francisco, CA",NaN,"Experience with computer vision or deep learning systems would be very helpful.
Strong demonstrated record of software engineering for 2+ years.",30+ days ago
414,Senior Software Engineer,FormSwift,"San Francisco, CA",NaN,"Experience with React.js or similar frameworks.
Providing mentorship to teammates to encourage learning and development within the team.",5 days ago
415,AI Engineering Intern,DeepMotion,"San Francisco Bay Area, CA",NaN,"Experience in developing and implementing machine learning algorithms for information extraction, natural language understanding, pattern recognition or…",30+ days ago
416,Staff Software Engineer,Galileo Financial Technologies,"San Francisco, CA",3.3,"You actually like discussing financial edge cases with the Finance department, debating the merits of how Python implements associative arrays with another…",30+ days ago
417,Frontend Engineer,Hive,"San Francisco, CA (Haight-Ashbury area)",3.6,"We generate this data through Hive Data, our proprietary data labeling platform with over 1,000,000 globally distributed workers, generating millions of high…",30+ days ago
418,Software Engineer – Storage,Rancher,"San Francisco Bay Area, CA",3.8,"Work with your fellow engineers and our customers to create a world class product.
Design and implement a block storage solution for Docker containers.",30+ days ago
419,Thermal Research Engineer,Treau,"San Francisco, CA",NaN,"Experience with Python/SciPy, Matlab, or similar.
Experience with CFD and multiphysics simulation (ANSYS, COMSOL, or similar).",30+ days ago
420,Staff Engineer,Fast AF,"San Francisco, CA",NaN,"5+ years of experience as a software engineer working across the stack.
Four hours every day when no meetings can be set.
Make decisions and move on.",30+ days ago
421,"Backend Engineer, Pinner Foundations",Pinterest,"San Francisco, CA 94103 (South of Market area)",4.2,"4+ years of software engineering experience in backend development.
Contribute to each step of the product development process, from ideation to implementation…",30+ days ago
422,"Software Engineer, Video","DistroScale, Inc.","San Bruno, CA",NaN,"As a video player developer, you will be building high performance video players that work across different browsers and devices (desktop, mobile web, iOS,…",30+ days ago
423,Backend Software Engineer,Camio,"San Mateo, CA 94401 (North Central area)",NaN,"2-4 years of software engineering development, preferably with Python.
2-4 years of development with one of the major cloud providers (GCP, AWS, Azure).",9 days ago
424,"Software Engineer, Devices",Forward,"San Francisco, CA",2.2,"Tackle problems on the boundary of software, hardware, and the real world.
You have a BS, MS or PhD in computer science or a related technical field with focus…",30+ days ago
425,Senior Software Engineer (Oracle Database Administrator),EBMUD,"Oakland, CA (Ralph Bunche area)",4.5,"Working with project teams to architect Oracle database-related integrations involving on premise and cloud-based environments (SaaS, and IaaS).",30+ days ago
426,Front-End Web Developer,Forio,"San Francisco, CA",NaN,"Research and evaluate possible software solutions.
Seek constant process improvement for team efficiency and software quality.",30+ days ago
427,Computer Vision and Deep Learning Engineer,Intel,"San Francisco, CA 94111 (Financial District area)",4.1,"5+ years experience with deep learning and computer vision.
As part of the Olympic Technology Group, technical leader overseeing development, training and…",2 days ago
428,Software Development Engineer – Manage and Analyze at Seal S...,DocuSign,"Walnut Creek, CA",3.9,"2+ years industry experience within a software organization.
Knowledge of how to communicate quality metrics during a release cycle.",30+ days ago
429,"Software Engineer, Security",Google,"San Francisco, CA",4.3,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",30+ days ago
430,Software Engineer - Infrastructure,LeapYear,"San Francisco, CA",NaN,"We are looking for versatile problem solvers that are interested in developer productivity, automation, and cloud infrastructure.",30+ days ago
431,Full-stack (MERN stack) Developer,Do IT,"San Francisco, CA",4.3,"1+ year in commercial software engineering;
Corporate discount card providing a 5 30% discount at the best clubs, cafes, restaurants, and other entertainment…",30+ days ago
432,Software Developer,GENENTECH,"South San Francisco, CA 94080",4.1,"Receive little instruction on day-to-day work, general instructions on new projects or assignments.
The software developer serves as a lead on a squad…",8 days ago
433,Technical Support Specialist,Retool,"San Francisco, CA",5.0,"You’ll work with support engineers and software engineers to diagnose, troubleshoot, and solve customer problems.
Foundational knowledge of Javascript and SQL.",30+ days ago
434,"Android Software Engineer, Adobe Spark",Adobe,"San Francisco, CA",4.3,"A passion for learning new platforms, languages, frameworks, and practices.
We are seeking an Android Software Engineer to help craft the user experience for…",30+ days ago
435,Software Engineer/Developer,"Ctrl IQ, Inc.","Albany, CA",NaN,"For this position, we are seeking a talented and experienced software engineer/developer to help us develop open source capabilities around the next generation…",2 days ago
436,"Software Engineer Internship, C++","TuSimple, Inc.","San Francisco, CA",NaN,"Design, Develop, Test, Debug, and Deploy software modules in Autonomous Driving system, and/or in related platform and tools software.",30+ days ago
437,Principal Software Engineer,Autodesk,"San Francisco, CA",4.1,"Build scalable and complex web applications that balance high configurability with great user experience.
Mentor other engineers and deeply review code.",30+ days ago
438,Game Client Engineer (Unity),N3TWORK,"San Francisco, CA",NaN,"Implement client game features in Unity.
Be a generalist with additional depth in one or more areas such as UI, graphics, audio, networking, or AI.",30+ days ago
